"Customer Reference ID","User's State","User's Country","Product Title","Product Code","Instance Type","Usage Units","Usage Unit Types","Offering Description","Estimated Revenue","Currency","Customer AWS Account Number","Customer Country","Customer State","Customer City","Customer Zip Code","Customer Email Domain","Offer ID","Offer Visibility","Solution Title","Solution ID","Payer Reference ID","Payer Address ID"
"464a5r1PRhc","NJ","US","Informatica Hadoop-Cluster Image for EDC","7x2ci0we5b2vikhvg2iwjy0na","m5.4xlarge","72","Hours","hourly","0.00","USD","150047381276","US","NJ","Hoboken","07030","pearson.com","","","Informatica Enterprise Data Catalog","fe64a6a9-7cda-4635-92ed-18d8955d2871","UPEDVxcYp6N","IlH0wkDyxnx9vwRyrUY1Z1fRpkpQRyIpH/de4B0ofhk="
"464a5r1PRhc","NJ","US","Informatica Enterprise Data Catalog - Rhel","ea9rhy6qshwsphjkp39gwbmko","m5.2xlarge","24","Hours","hourly","0.00","USD","150047381276","US","NJ","Hoboken","07030","pearson.com","","","Informatica Enterprise Data Catalog","dbbc4c44-2535-4eeb-a670-51110ee604a1","UPEDVxcYp6N","IlH0wkDyxnx9vwRyrUY1Z1fRpkpQRyIpH/de4B0ofhk="
"GuYy2uTrH1C","Tokyo","JP","Informatica Enterprise Data Catalog","2hh82o246wij4w0fcz9f5h9wd","m5.2xlarge","24","Hours","hourly","0.00","USD","894418949501","JP","Tokyo","Konan Minato-ku","1088019","srv.cc.nttcom.co.jp","","","Informatica Enterprise Data Catalog","fe64a6a9-7cda-4635-92ed-18d8955d2871","QEAuvzzhMfc","n6JfBvL9maW1aeFMgVKY4PmITxbJ30HJnr1g5s7sKew="
"GuYy2uTrH1C","Tokyo","JP","Informatica Hadoop-Cluster Image for EDC","7x2ci0we5b2vikhvg2iwjy0na","m5.4xlarge","72","Hours","hourly","0.00","USD","894418949501","JP","Tokyo","Konan Minato-ku","1088019","srv.cc.nttcom.co.jp","","","Informatica Enterprise Data Catalog","fe64a6a9-7cda-4635-92ed-18d8955d2871","QEAuvzzhMfc","n6JfBvL9maW1aeFMgVKY4PmITxbJ30HJnr1g5s7sKew="
"jcJuB122n7M","California","US","Informatica PowerCenter For Red Hat Linux (PAYG)","9jm3n4pl2h59tpnsrilkg190w","r5.large","24","Hours","hourly","84.00","USD","105329603925","IN","Tamilnadu","Chennai","600119","techmahindra.com","9jm3n4pl2h59tpnsrilkg190w","Public","","","RPBcdYeQhPL","XvhVZuzzwQNBTmVoQW2PvtIvMn95ZAEpWBPL9QMMG2M="
"QCnTTHAUvaC","VA","US","Informatica Big Data Management","dd78l7yoaveyrb70mmdn80lxl","m4.2xlarge","24","Hours","hourly","0.00","USD","403224047997","US","NY","NEW YORK","10281","hbc.com","","","Informatica Big Data Management","73cfd3db-c109-45dc-acd9-88a914ba3b3b","jNqTP7Y5RsF","BQkgSajPTj8WsOtqzm4fYjK4/1+1FPN8mCL0INzCB+k="
"PbFbkqKx2a6","TX","US","Informatica Data Management as a Service for Amazon Web Services","1u5zklci5o5f4oglizbnsyt1f","m5.large","8","Hours","hourly","0.00","USD","861715164660","US","TX","SAN ANTONIO","78218","accounts.manage.rackspace.com","1u5zklci5o5f4oglizbnsyt1f","Public","","","2yZ1uMvJssr","4deZTbXBCo40psmRK6gtCeOW1GbYjNfJaBlIpoCu6i0="
"PbFbkqKx2a6","TX","US","Informatica Data Management as a Service for Amazon Web Services","1u5zklci5o5f4oglizbnsyt1f","t3.medium","24","Hours","hourly","0.00","USD","861715164660","US","TX","SAN ANTONIO","78218","accounts.manage.rackspace.com","1u5zklci5o5f4oglizbnsyt1f","Public","","","2yZ1uMvJssr","4deZTbXBCo40psmRK6gtCeOW1GbYjNfJaBlIpoCu6i0="
"56VUfn1UcME","NJ","US","Informatica Big Data Management","7h2gu5zca6q4lrf0gb9ibm53a","m5.2xlarge","24","Hours","hourly","0.00","USD","790421378737","US","AR","CONWAY","72033","aws.ensono.com","","","Informatica Big Data Management","4459c86f-974a-49d6-a7c2-e39a609b8752","V6TbMS7auGW","tsav0ISvPp+1JJPSPRM6xfp8XoNwIjKB3Mip//S3hbI="
"hmT4UUwVU9r","KS","US","Informatica Enterprise Data Catalog - Bastion","d2y1srilp9bt0hny7jwuveeoo","m5.xlarge","24","Hours","hourly","0.00","USD","444742554899","US","KS","Prairie Village","66208","right-triangle.com","","","Informatica Enterprise Data Catalog","dbbc4c44-2535-4eeb-a670-51110ee604a1","hmT4UUwVU9r","ky88619rGTP89Dr8ooWo31EE3qfmqWaBusrMZu08LrI="
"hmT4UUwVU9r","KS","US","Informatica Enterprise Data Catalog - Rhel","ea9rhy6qshwsphjkp39gwbmko","m5.2xlarge","24","Hours","hourly","0.00","USD","444742554899","US","KS","Prairie Village","66208","right-triangle.com","","","Informatica Enterprise Data Catalog","dbbc4c44-2535-4eeb-a670-51110ee604a1","hmT4UUwVU9r","ky88619rGTP89Dr8ooWo31EE3qfmqWaBusrMZu08LrI="
"ZgiuKs422xA","WA","US","Informatica PowerCenter For Red Hat Linux (BYOL)","aiuhmjnu9qqdkztzj54s7nh15","r3.large","24","Hours","hourly","0.00","USD","965546317704","US","MA","WOBURN","01801","presidio.com","","","","","AxUNZewR34z","iVIbTnlzPTyXHeo2rER+ZMrpknk4uvY/fYWAEJN95sk="
"gx37DUMrVwK","DC","US","Informatica PowerCenter For Red Hat Linux (BYOL)","aiuhmjnu9qqdkztzj54s7nh15","r3.large","24","Hours","hourly","0.00","USD","499985421650","US","DC","WASHINGTON","20037","eab.com","","","","","K2T4BZYP2GD","FgXJ/3gNuC1zItQgprKnwDYixjpRtHEKSUOBDT17Y1o="
"28P3q3FS94n","Missouri","US","Informatica Enterprise Data Catalog","2hh82o246wij4w0fcz9f5h9wd","m4.2xlarge","24","Hours","hourly","0.00","USD","331776583231","US","MO","CHESTERFIELD","63017","rgare.com","","","Informatica Enterprise Data Catalog","fe64a6a9-7cda-4635-92ed-18d8955d2871","JMoH2MA1uxT","eesfoxoIgdMwjC8Uj2c+JYjvSG6jtxY4V1nubi/5SzU="
"28P3q3FS94n","Missouri","US","Informatica Hadoop-Cluster Image for EDC","7x2ci0we5b2vikhvg2iwjy0na","m4.4xlarge","24","Hours","hourly","0.00","USD","331776583231","US","MO","CHESTERFIELD","63017","rgare.com","","","Informatica Enterprise Data Catalog","fe64a6a9-7cda-4635-92ed-18d8955d2871","JMoH2MA1uxT","eesfoxoIgdMwjC8Uj2c+JYjvSG6jtxY4V1nubi/5SzU="
"heWXwvtL6mu","NY","US","Informatica Enterprise Data Catalog","2hh82o246wij4w0fcz9f5h9wd","m4.2xlarge","24","Hours","hourly","0.00","USD","956204488690","US","TN","BARTLETT","38184","pfizer.com","","","Informatica Enterprise Data Catalog","fe64a6a9-7cda-4635-92ed-18d8955d2871","bPMPjAb7Kzq","DVBmVQa69popbFBCOz1a9nn9jfWKS/lVI1XPErw0a9g="
"heWXwvtL6mu","NY","US","Informatica Hadoop-Cluster Image for EDC","7x2ci0we5b2vikhvg2iwjy0na","m4.2xlarge","144","Hours","hourly","0.00","USD","956204488690","US","TN","BARTLETT","38184","pfizer.com","","","Informatica Enterprise Data Catalog","fe64a6a9-7cda-4635-92ed-18d8955d2871","bPMPjAb7Kzq","DVBmVQa69popbFBCOz1a9nn9jfWKS/lVI1XPErw0a9g="
"MuoJ4hAbdBj","Tokyo","JP","Informatica Enterprise Data Catalog","2hh82o246wij4w0fcz9f5h9wd","m4.2xlarge","12","Hours","hourly","0.00","USD","936087730830","JP","Tokyo","Shinagawa-ku","141-8522","ctc-g.co.jp","","","Informatica Enterprise Data Catalog","fe64a6a9-7cda-4635-92ed-18d8955d2871","LebvAGNPRJy","NJJvHy9FpfO3tduoLVZo/ttHMO9EbRTzNJhYhQytyo8="
"MuoJ4hAbdBj","Tokyo","JP","Informatica Remote Access Jump Server","4w3y90hx6tdbfy7xvv2vim5t3","m5.large","12","Hours","hourly","0.00","USD","936087730830","JP","Tokyo","Shinagawa-ku","141-8522","ctc-g.co.jp","","","Informatica Enterprise Data Catalog","fe64a6a9-7cda-4635-92ed-18d8955d2871","LebvAGNPRJy","NJJvHy9FpfO3tduoLVZo/ttHMO9EbRTzNJhYhQytyo8="
"MuoJ4hAbdBj","Tokyo","JP","Informatica Hadoop-Cluster Image for EDC","7x2ci0we5b2vikhvg2iwjy0na","m4.4xlarge","12","Hours","hourly","0.00","USD","936087730830","JP","Tokyo","Shinagawa-ku","141-8522","ctc-g.co.jp","","","Informatica Enterprise Data Catalog","fe64a6a9-7cda-4635-92ed-18d8955d2871","LebvAGNPRJy","NJJvHy9FpfO3tduoLVZo/ttHMO9EbRTzNJhYhQytyo8="
"ETyGXHvQFGH","","BH","Informatica Intelligent Cloud Services ETL for Amazon PAYG","ca1ah6au715l3h594zaw0hnd4","c4.2xlarge","48","Hours","hourly","96.00","USD","995591159775","BH","","Hamala","1000","cloud.gov.bh","ca1ah6au715l3h594zaw0hnd4","Public","","","Ey3nvjhiWft","9qjnSszRBYiMY92TY/oLSCjvsWYx7TzKlWsobav0dqU="
"G4ffPtSVbG1","WA","US","Informatica PowerCenter For Red Hat Linux (BYOL)","aiuhmjnu9qqdkztzj54s7nh15","m4.large","48","Hours","hourly","0.00","USD","177657360178","US","TX","El Paso","79998","svc.2ndwatch.com","","","","","QALKcVf2Q6H","0+YI9byRoLAh/OlxkL2fraiMHAmbu6gOTQtf9zkSX7E="
"DoQDwXSqm35","MA","US","Informatica PowerCenter For Red Hat Linux (BYOL)","aiuhmjnu9qqdkztzj54s7nh15","c4.4xlarge","24","Hours","hourly","0.00","USD","233341297755","US","MA","WATERTOWN","02472","athenahealth.com","","","","","38Cwbba8zbZ","YPaf+KxklAoqkVyjUl7OzDWv+GNq4MGzCXvn6Kahs14="
"dC1iNfjahSo","California","US","Informatica PowerCenter For Red Hat Linux (PAYG)","9jm3n4pl2h59tpnsrilkg190w","r3.large","2","Hours","hourly","7.00","USD","105329603925","IN","Tamilnadu","Chennai","600119","techmahindra.com","9jm3n4pl2h59tpnsrilkg190w","Public","","","RPBcdYeQhPL","XvhVZuzzwQNBTmVoQW2PvtIvMn95ZAEpWBPL9QMMG2M="
"9m6m8LS7GU1","WA","US","Informatica PowerCenter For Red Hat Linux (BYOL)","aiuhmjnu9qqdkztzj54s7nh15","m4.large","24","Hours","hourly","0.00","USD","177657360178","US","TX","El Paso","79998","svc.2ndwatch.com","","","","","QALKcVf2Q6H","0+YI9byRoLAh/OlxkL2fraiMHAmbu6gOTQtf9zkSX7E="
"aHzAzPxEwLD","DC","US","Informatica PowerCenter For Red Hat Linux (BYOL)","aiuhmjnu9qqdkztzj54s7nh15","r3.xlarge","24","Hours","hourly","0.00","USD","499985421650","US","DC","WASHINGTON","20037","eab.com","","","","","K2T4BZYP2GD","FgXJ/3gNuC1zItQgprKnwDYixjpRtHEKSUOBDT17Y1o="
"KyWFiUhA4ir","Israel","IL","Informatica Enterprise Data Catalog","2hh82o246wij4w0fcz9f5h9wd","m4.2xlarge","24","Hours","hourly","0.00","USD","723985385527","IL","Israel","Jerusalem","9695102","axiomsl.com","","","Informatica Enterprise Data Catalog","fe64a6a9-7cda-4635-92ed-18d8955d2871","KyWFiUhA4ir","jecB4+uDa8OJ5Z+YlvuBx74aMtWZEA0lChh1Ov5zS2U="
"KyWFiUhA4ir","Israel","IL","Informatica Hadoop-Cluster Image for EDC","7x2ci0we5b2vikhvg2iwjy0na","m4.4xlarge","24","Hours","hourly","0.00","USD","723985385527","IL","Israel","Jerusalem","9695102","axiomsl.com","","","Informatica Enterprise Data Catalog","fe64a6a9-7cda-4635-92ed-18d8955d2871","KyWFiUhA4ir","jecB4+uDa8OJ5Z+YlvuBx74aMtWZEA0lChh1Ov5zS2U="
"45aJ6hvgXuv","WA","US","Informatica PowerCenter For Red Hat Linux (BYOL)","aiuhmjnu9qqdkztzj54s7nh15","m4.large","36","Hours","hourly","0.00","USD","177657360178","US","TX","El Paso","79998","svc.2ndwatch.com","","","","","QALKcVf2Q6H","0+YI9byRoLAh/OlxkL2fraiMHAmbu6gOTQtf9zkSX7E="
